material_a,material_b,ground_truth,reason,critical_conflict,category
CPI-LUB-52178,CPI-B-1E61C2EA,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-LUB
NEC-INS-77551,NEC-B-A14B0D80,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
AHM-CFL-32290,AHM-B-5B82EA1E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
GME-PIP-20279,GME-B-8CAC1365,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
CPI-GSK-30377,CPI-B-7E6E488B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-FLG-82481,CPI-B-149FFCE2,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
NEC-LUB-81836,NEC-B-3593A3BD,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
AHM-ELC-28486,AHM-B-20E1ABD4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
AHM-PMP-12762,AHM-B-E07726D9,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
BUS-DUP-42976,BUS-B-6142F7AA,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
NEC-BRG-34344,NEC-B-1A2F6351,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PIP-19176,BUS-B-83985C15,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
AHM-MTR-31723,AHM-B-612616AD,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
CPI-CBL-20197,CPI-B-3F50A216,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-FLG-81977,GME-B-B5996126,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
NEC-FST-20691,NEC-B-120161DF,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-INS-83954,BUS-B-E16AD98E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
CPI-DUP-75443,CPI-B-0C33313D,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
AHM-VLV-29442,AHM-B-5FCAE106,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
GME-VLV-59531,GME-B-C6AC246B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-DUP-93829,CPI-B-66F9393B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
BUS-DUP-73559,BUS-B-54AE313E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
AHM-PMP-93156,AHM-B-FA140051,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
NEC-FLG-40583,NEC-B-D3E3F514,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
BUS-BRG-20618,BUS-B-7C6B9E66,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
BUS-LUB-96772,BUS-B-80EDA599,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
AHM-INS-93991,AHM-B-BB94D7A6,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
NEC-BRG-77098,NEC-B-E876F89A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-DUP-90887,BUS-B-C7575C86,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
NEC-LUB-39427,NEC-B-D308FE79,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
AHM-CBL-53345,AHM-B-F37DB12E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
GME-GSK-19230,GME-B-F60976ED,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-GSK
AHM-DUP-52076,AHM-B-D8CC8BF6,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
BUS-BRG-75947,BUS-B-B6DD87F9,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-INS-40321,AHM-B-1215D886,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
BUS-FST-36851,BUS-B-D1801ABF,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-DUP-35011,GME-B-05413641,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-BRG-32715,NEC-B-26818E3C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-VLV-27763,NEC-B-DC02A7DE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
BUS-PIP-23995,BUS-B-8CC435E8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
NEC-BRG-10061,NEC-B-A3ADF963,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-54175,CPI-B-BB2ADA43,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FST-91811,AHM-B-60EB2BDE,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
NEC-CBL-65636,NEC-B-83E264F3,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-BRG-54785,GME-B-ECD38BF7,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-CFL-85811,NEC-B-4E8CB8F3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
BUS-VLV-78541,BUS-B-310C4FF5,NOT_EQUIVALENT,"Same category, critical attribute conflict",size,CAT-VLV
BUS-PIP-52057,BUS-B-DA8EF6B1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
BUS-GSK-87931,BUS-B-AD1A5A0A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-LUB-70829,CPI-B-6A08519D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
AHM-FST-76517,AHM-B-5523926B,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
BUS-CFL-97550,BUS-B-9072B7CE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
GME-BRG-55758,GME-B-E14099F5,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-INS-35149,BUS-B-42A06AA2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
BUS-FLG-25743,BUS-B-FDF1356E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
CPI-BRG-30299,CPI-B-852788AA,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PMP-72658,BUS-B-B14DC6EC,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
BUS-MTR-99664,BUS-B-7C30EFDF,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
NEC-PIP-69184,NEC-B-8941BE2B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
CPI-CBL-54145,CPI-B-0365B3B6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
AHM-FLG-53626,AHM-B-121388FB,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
NEC-BRG-83812,NEC-B-91884799,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-MTR-92578,BUS-B-A85AA670,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
BUS-PMP-50737,BUS-B-34FA0D4E,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
BUS-FLG-34584,BUS-B-BBECD991,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
NEC-ELC-53184,NEC-B-4E6FE621,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
GME-FST-80562,GME-B-9A4B482D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
AHM-INS-45228,AHM-B-7B3ABFD8,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
BUS-BRG-98567,BUS-B-A02A615A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-BRG-72004,BUS-B-3BCCC4AB,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-MTR-49013,NEC-B-55E68B3F,NOT_EQUIVALENT,"Same category, critical attribute conflict",voltage,CAT-MTR
NEC-DUP-38084,NEC-B-607EBB1C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
BUS-ELC-15550,BUS-B-A5D5BD9E,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
BUS-CBL-94905,BUS-B-D702D5AC,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
AHM-VLV-66773,AHM-B-31DD085C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-VLV-56698,CPI-B-8017C911,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
BUS-FST-83476,BUS-B-99797ABD,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
AHM-DUP-22758,AHM-B-B868C56E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-FST-29168,BUS-B-FC8FCCC4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-BRG-33532,BUS-B-3E089028,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-CBL-43708,GME-B-2E7F44FE,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
NEC-LUB-48076,NEC-B-02BDFB01,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
AHM-CBL-37108,AHM-B-A10EBD42,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
BUS-FLG-31605,BUS-B-C3C7F0A7,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
BUS-PIP-40882,BUS-B-782A212C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
GME-INS-66194,GME-B-458850DD,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-FST-43681,AHM-B-D9FC54D6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
AHM-PMP-24354,AHM-B-64420E02,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
NEC-CFL-84793,NEC-B-9F59DCA7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
GME-LUB-29241,GME-B-13B4DE3B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
NEC-BRG-30482,NEC-B-3257D39F,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
BUS-BRG-79310,BUS-B-3056D39A,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
CPI-DUP-63143,CPI-B-43BB751E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-DUP-16384,AHM-B-13A327E2,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
AHM-BRG-54685,AHM-B-4C22DA1A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-VLV-37123,GME-B-54088325,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
BUS-ELC-73220,BUS-B-AD36DACD,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
NEC-FST-82109,NEC-B-F61EE521,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
CPI-BRG-21312,CPI-B-A0A25892,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-VLV-65893,BUS-B-DA8C11B5,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-FLG-69050,CPI-B-A4C4C751,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
GME-BRG-91188,GME-B-4C0D451A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
GME-BRG-59106,GME-B-3960FC15,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
BUS-DUP-63049,BUS-B-C7A2956D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
GME-FLG-65676,GME-B-72444AEE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
CPI-BRG-76612,CPI-B-7A5CA987,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-DUP-82580,AHM-B-4C84B4CA,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
GME-BRG-70699,GME-B-B2278FE2,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
AHM-CBL-76576,AHM-B-25AA4924,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
NEC-INS-48342,NEC-B-5717CFAC,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
NEC-DUP-66656,NEC-B-435234BD,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
BUS-ELC-60751,BUS-B-E3473108,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-DUP-17238,GME-B-EB4FC794,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
NEC-BRG-49390,NEC-B-AD2D497C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-PIP-70974,AHM-B-67E70852,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
NEC-LUB-81791,NEC-B-10A9A5F4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
AHM-GSK-51698,AHM-B-AAF72D21,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-DUP-90747,CPI-B-990B3AC1,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
AHM-BRG-17123,AHM-B-A06AEA3E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
NEC-DUP-29496,NEC-B-269F5447,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
CPI-FST-82552,CPI-B-1D4F9AFE,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
AHM-INS-94679,AHM-B-BAD3058A,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-DUP-34879,AHM-B-E57C3DC6,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
BUS-FLG-45633,BUS-B-47726459,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
BUS-VLV-56200,BUS-B-5C0B7ACF,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
GME-FST-34800,GME-B-C7DBCB9C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
BUS-PMP-68351,BUS-B-677B599E,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
CPI-DUP-32787,CPI-B-4702C0F5,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
GME-DUP-50013,GME-B-BD4C5AE5,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
NEC-DUP-46773,NEC-B-988A8190,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
AHM-DUP-45475,AHM-B-A2D4D1FC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-VLV-87062,NEC-B-BA79DA17,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-VLV
BUS-CBL-86649,BUS-B-125DCC3C,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-CBL
GME-PIP-84076,GME-B-431DF2E2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
GME-PPE-69716,GME-B-4564D4C5,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
BUS-PIP-19129,BUS-B-F7CD806B,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
GME-CBL-12960,GME-B-B3B7A233,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
CPI-PIP-27298,CPI-B-46D3E0BB,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
GME-MTR-86183,GME-B-94811A1A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
AHM-CFL-73649,AHM-B-3D42ADA2,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
CPI-BRG-68757,CPI-B-63F0407A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-47898,CPI-B-2B826AE4,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
AHM-ELC-42418,AHM-B-EC6C2254,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
NEC-LUB-70371,NEC-B-34D38E11,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
AHM-BRG-71270,AHM-B-3D279F39,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-LUB-27516,GME-B-CF736FA3,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
GME-CBL-62333,GME-B-7932F062,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
BUS-FST-78776,BUS-B-AC7A8DBA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
CPI-FST-31354,CPI-B-9241957B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
AHM-ELC-84682,AHM-B-7E10EB09,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
NEC-LUB-66043,NEC-B-44192A28,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
GME-MTR-78541,GME-B-F25F6343,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
AHM-GSK-62789,AHM-B-499F4B78,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
BUS-DUP-90737,BUS-B-4FA4273F,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
BUS-VLV-41546,BUS-B-3CB979B4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-FST-74139,CPI-B-C16064CC,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
BUS-BRG-72922,BUS-B-01B64F34,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FLG-62261,AHM-B-C7190C4F,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
CPI-GSK-22237,CPI-B-467A765F,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-BRG-47506,CPI-B-84238F67,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-FLG-86006,CPI-B-9F129500,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
CPI-CBL-98790,CPI-B-6961D699,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
GME-CBL-62333,GME-B-86B1CD37,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
NEC-GSK-75151,NEC-B-5F55DE9C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
BUS-ELC-10288,BUS-B-ADD326BB,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
AHM-DUP-56105,AHM-B-0A20AC1F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-DUP-42341,GME-B-D3740244,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
AHM-PIP-27906,AHM-B-BC3DA4E7,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
BUS-BRG-72004,BUS-B-D1AB5967,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-INS-71681,CPI-B-9B5FE8F2,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
AHM-DUP-99687,AHM-B-F1E7272C,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
GME-CBL-52389,GME-B-13290FB6,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
CPI-MTR-34554,CPI-B-6EDD42C4,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
NEC-CBL-91310,NEC-B-2E369E09,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
AHM-MTR-40485,AHM-B-5E74F724,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
NEC-CBL-30164,NEC-B-6F41D567,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
AHM-VLV-58448,AHM-B-7745E2F5,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
AHM-FST-15176,AHM-B-6F80F166,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
NEC-VLV-26546,NEC-B-9A4A57F1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-BRG-56403,CPI-B-8E841AF7,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
GME-FLG-49909,GME-B-167AD5A3,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
CPI-BRG-73246,CPI-B-320A4555,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-PPE-89298,NEC-B-DF13AF9C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
BUS-BRG-38217,BUS-B-ED6DB14B,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-BRG
CPI-PPE-15891,CPI-B-F7ADA065,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
AHM-GSK-35183,AHM-B-4580F8FC,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
BUS-VLV-57843,BUS-B-6E4E4808,NOT_EQUIVALENT,"Same category, critical attribute conflict",end_connection,CAT-VLV
GME-FLG-83814,GME-B-B6277F91,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
AHM-DUP-15138,AHM-B-51FD0F4F,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-FST-68884,NEC-B-01D7B20F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
CPI-ELC-17345,CPI-B-2E07B883,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
NEC-MTR-47569,NEC-B-8C16C809,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
AHM-FLG-89467,AHM-B-1BC5D8AD,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
BUS-GSK-59202,BUS-B-0B189E33,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-CBL-81893,AHM-B-D733F661,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
BUS-GSK-37953,BUS-B-AE06BC8D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
AHM-VLV-79267,AHM-B-C264EE4C,NOT_EQUIVALENT,"Same category, critical attribute conflict",pressure_class,CAT-VLV
GME-BRG-48161,GME-B-9D6361F9,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
